codigo_ibge,municipio,uf,ano,precipitacao_anual_mm,temperatura_media_anual_c,temperatura_maxima_anual_c,temperatura_minima_anual_c,umidade_relativa_media_pct,radiacao_solar_media_mj_m2_dia,quantidade_dias
3547502,Santa Rita do Passa Quatro,SP,2022,1226.19,22.408794520547946,29.203315068493147,16.57254794520548,67.97961643835617,18.57186301369863,365
3547502,Santa Rita do Passa Quatro,SP,2023,1112.19,23.223753424657534,29.979726027397263,17.437397260273972,69.3157808219178,19.110054794520547,365
3547502,Santa Rita do Passa Quatro,SP,2024,1040.09,24.48674863387978,31.75292349726776,18.200136612021858,59.94898907103825,18.820792349726776,366
3552908,Taciba,SP,2000,1354.53,22.99158469945355,29.22016393442623,17.77262295081967,71.38224043715847,18.352185792349726,366
3552908,Taciba,SP,2001,1361.44,23.16791780821918,29.012794520547946,18.282027397260272,73.45594520547945,18.73895890410959,365
3552908,Taciba,SP,2002,1303.93,24.093506849315066,30.394136986301373,18.944876712328767,70.66575342465754,18.996438356164383,365
3552908,Taciba,SP,2003,1393.4,22.916164383561643,28.93304109589041,17.80827397260274,72.90449315068493,18.85449315068493,365
3552908,Taciba,SP,2004,1292.07,22.849617486338797,28.96467213114754,17.715409836065575,72.85303278688524,18.786721311475407,366
3552908,Taciba,SP,2005,1285.59,23.445945205479454,29.644,18.362109589041097,71.21180821917808,18.46490410958904,365
3552908,Taciba,SP,2006,1281.55,23.643671232876713,29.84,18.48723287671233,69.14356164383562,18.84813698630137,365
3552908,Taciba,SP,2007,1320.7,23.377205479452055,29.374191780821917,18.305780821917807,72.23339726027397,19.00972602739726,365
3552908,Taciba,SP,2008,1202.3700000000001,23.10931693989071,29.336721311475408,17.90573770491803,71.38628415300546,18.736475409836068,366
3552908,Taciba,SP,2009,1985.6,22.919424657534247,28.14482191780822,18.540520547945206,78.49465753424657,17.764246575342465,365
3552908,Taciba,SP,2010,1430.16,22.839205479452055,28.783205479452057,17.9266301369863,73.85717808219178,18.354027397260275,365
3552908,Taciba,SP,2011,1239.22,22.932301369863016,28.952410958904107,17.87413698630137,72.33501369863014,19.016438356164382,365
3552908,Taciba,SP,2012,1258.06,23.93005464480874,30.085601092896173,18.664180327868852,69.83319672131148,19.28330601092896,366
3552908,Taciba,SP,2013,1286.7,22.877835616438357,28.728438356164382,17.99268493150685,74.46550684931506,18.491561643835617,365
3552908,Taciba,SP,2014,1255.92,23.714054794520546,29.701479452054798,18.74808219178082,71.23534246575343,18.7266301369863,365
3552908,Taciba,SP,2015,1681.64,23.7592602739726,29.32076712328767,19.261369863013698,76.27367123287671,17.711041095890412,365
3552908,Taciba,SP,2016,1509.94,22.501338797814206,28.083934426229508,17.78396174863388,77.15811475409836,18.650437158469945,366
3552908,Taciba,SP,2017,1423.98,23.241479452054794,28.999534246575344,18.53254794520548,75.27178082191782,18.622712328767122,365
3552908,Taciba,SP,2018,1388.55,23.3473698630137,28.98764383561644,18.650876712328767,74.48734246575343,18.60958904109589,365
3552908,Taciba,SP,2019,965.68,24.903999999999996,31.363917808219178,19.54632876712329,67.27775342465753,19.151917808219178,365
3552908,Taciba,SP,2020,1088.26,24.19415300546448,30.815901639344265,18.55521857923497,66.63390710382514,19.689781420765026,366
3552908,Taciba,SP,2021,849.97,23.947753424657535,30.714794520547944,18.299890410958906,64.28378082191782,19.427287671232875,365
3552908,Taciba,SP,2022,1303.2,23.03695890410959,29.20164383561644,17.883013698630137,71.55046575342465,18.5652602739726,365
3552908,Taciba,SP,2023,1230.42,24.284794520547948,30.253890410958903,19.16441095890411,70.92,18.368438356164386,365
3552908,Taciba,SP,2024,1006.17,25.29434426229508,31.990928961748633,19.662349726775957,63.14295081967213,18.626939890710382,366
3536307,Patrocínio Paulista,SP,2000,1626.66,21.763825136612024,27.738060109289616,16.76155737704918,72.57073770491803,18.950573770491804,366
3536307,Patrocínio Paulista,SP,2001,1325.24,22.39304109589041,28.633616438356167,17.089342465753425,68.14750684931506,19.348246575342465,365
3536307,Patrocínio Paulista,SP,2002,1408.75,22.807479452054793,29.021698630136985,17.548657534246576,68.40860273972602,19.266000000000002,365
3536307,Patrocínio Paulista,SP,2003,1598.1599999999999,21.777013698630135,27.72180821917808,16.69167123287671,72.34208219178082,18.785479452054794,365
3536307,Patrocínio Paulista,SP,2004,1720.76,21.32636612021858,27.159344262295082,16.384371584699455,74.6607650273224,18.864535519125685,366
3536307,Patrocínio Paulista,SP,2005,1470.77,22.00339726027397,27.855342465753427,17.101945205479453,72.97879452054794,18.576986301369864,365
3536307,Patrocínio Paulista,SP,2006,1691.3,21.563287671232878,27.36049315068493,16.609068493150687,73.1651506849315,18.91317808219178,365
3536307,Patrocínio Paulista,SP,2007,1315.65,22.424602739726026,28.72027397260274,17.0473698630137,68.08794520547944,19.439068493150685,365
3536307,Patrocínio Paulista,SP,2008,1559.3700000000001,21.75639344262295,27.696639344262294,16.74601092896175,72.5425136612022,18.52363387978142,366
3536307,Patrocínio Paulista,SP,2009,1714.3799999999999,21.70717808219178,27.06832876712329,17.219068493150687,78.21427397260274,18.136082191780822,365
3536307,Patrocínio Paulista,SP,2010,1287.87,22.12164383561644,28.326301369863014,16.80564383561644,69.31317808219178,19.58684931506849,365
3536307,Patrocínio Paulista,SP,2011,1484.17,21.64386301369863,27.420575342465753,16.67731506849315,73.49416438356164,19.025616438356167,365
3536307,Patrocínio Paulista,SP,2012,1250.14,22.256092896174863,28.294726775956285,17.069918032786887,70.11516393442623,19.531448087431695,366
3536307,Patrocínio Paulista,SP,2013,1349.3799999999999,21.853808219178084,27.693972602739723,16.935260273972602,73.46438356164384,18.643342465753424,365
3536307,Patrocínio Paulista,SP,2014,911.1899999999999,23.278438356164383,29.93893150684931,17.576383561643837,61.771232876712325,19.850493150684933,365
3536307,Patrocínio Paulista,SP,2015,1359.1,22.877890410958905,28.76304109589041,18.009945205479454,71.04254794520547,18.702438356164386,365
3536307,Patrocínio Paulista,SP,2016,1345.53,22.38901639344262,28.487978142076503,17.242021857923497,71.02109289617486,19.116502732240438,366
3536307,Patrocínio Paulista,SP,2017,1244.06,22.573178082191777,28.79427397260274,17.346027397260276,67.59309589041096,19.439424657534246,365
3536307,Patrocínio Paulista,SP,2018,1458.52,22.288630136986303,28.047780821917808,17.448438356164385,72.0561095890411,18.924712328767125,365
3536307,Patrocínio Paulista,SP,2019,1241.74,23.002328767123288,28.945643835616437,17.882438356164386,69.8467397260274,19.44750684931507,365
3536307,Patrocínio Paulista,SP,2020,1060.75,23.203224043715846,29.663907103825135,17.763005464480877,65.68928961748634,19.235628415300546,366
3536307,Patrocínio Paulista,SP,2021,1002.87,23.142410958904108,29.90931506849315,17.27219178082192,60.93912328767123,19.62813698630137,365
3536307,Patrocínio Paulista,SP,2022,1213.8,22.42649315068493,28.841753424657533,16.93372602739726,66.69320547945206,18.860054794520547,365
3536307,Patrocínio Paulista,SP,2023,1147.08,23.29632876712329,29.68972602739726,17.839506849315068,67.22589041095891,19.223917808219177,365
3536307,Patrocínio Paulista,SP,2024,1075.88,24.44573770491803,31.294453551912568,18.577513661202186,58.43781420765028,18.972513661202186,366
3555109,Tupi Paulista,SP,2000,1272.5,24.038852459016393,30.42139344262295,18.5,69.11811475409836,18.57762295081967,366
3555109,Tupi Paulista,SP,2001,1376.68,23.93841095890411,30.005643835616436,18.549616438356164,71.88391780821918,18.917013698630136,365
3555109,Tupi Paulista,SP,2002,1141.59,25.386876712328764,32.11350684931507,19.633013698630137,66.03945205479452,19.358657534246575,365
3555109,Tupi Paulista,SP,2003,1327.69,23.77980821917808,30.041479452054794,18.31441095890411,71.68471232876712,19.03213698630137,365
3555109,Tupi Paulista,SP,2004,1268.88,24.082841530054644,30.62396174863388,18.443879781420765,69.35051912568306,18.986775956284152,366
3555109,Tupi Paulista,SP,2005,1010.55,24.874219178082193,31.54391780821918,19.24504109589041,66.0446301369863,18.621041095890412,365
3555109,Tupi Paulista,SP,2006,1378.63,24.441068493150684,30.726410958904108,18.973808219178082,68.41479452054794,19.106465753424658,365
3555109,Tupi Paulista,SP,2007,1181.31,24.220767123287672,30.62095890410959,18.663013698630138,70.6345205479452,19.18619178082192,365
3555109,Tupi Paulista,SP,2008,1073.51,24.495081967213117,31.085601092896173,18.821174863387977,67.15016393442623,18.833524590163933,366
